furthermore|rb: 36
magazines|nns: 25
bermuda|np: 9
housewives|nns: 5
who|wps-tl: 4
do|do-tl: 5
things|nns-tl: 2
luncheon|nn: 23
color|vb: 5
coloring|vbg: 4
shorts|nns: 28
unrelieved|jj: 4
resembled|vbd: 8
rather|abl: 5
competently|rb: 5
understatement|nn: 4
reverence|nn: 4
madame|np: 15
brandy|nn: 6
cousin|nn: 13
intimate|nn: 1
puzzling|vbg: 1
unreal|jj: 6
blanche|np: 23
drowned|vbn: 2
collapsed|vbn: 3
yelled|vbn: 1
slammed|vbn: 3
grazie|np: 4
slick|jj: 6
appointments|nns: 6
pets|nns: 5
complement|vb: 2
coloring|nn: 3
siamese|jj: 4
matched|vbd: 2
finite|jj: 10
chuckle|nn: 3
deference|nn: 5
chuckle|vb: 1
sincere|jj: 14
bake|jj: 1
sanitary|jj-tl: 3
bake|jj-tl: 1
shops|nns-tl: 1
person|nn-tl: 4
ingratiating|jj: 4
estimation|nn: 4
du|np: 59
kafka|np: 5
shouted|vbn: 4
cereal|nn: 16
chocolate|nn: 9
stunned|vbn: 7
mama|nn-tl: 43
paradise|nn: 5
recipients|nns: 5
literature|nn-tl: 1
von|np: 6
heidenstam|np: 6
swedish|jj: 7
1916|cd: 5
centennial|nn: 2
glory|nn: 17
situated|vbn: 19
legendary|jj: 6
fondness|nn: 4
fancy|vb: 3
chieftain|nn: 4
asia|np-tl: 17
minor|jj-tl: 9
palestine|np: 6
happy|jj-tl: 3
rags|nns: 7
strove|vbd: 4
selves|nns: 4
sojourn|nn: 5
pilgrimage|nn-tl: 3
UNK|fw-cc-tl: 3
aroused|vbd: 5
harold|np: 32
book|np: 4
foremost|jjs: 5
strongly|ql: 2
thousand|cd-tl: 2
one|cd-tl: 11
nights|nns-tl: 2
amid|in: 14
thoughts|nns-tl: 3
loneliness|nn-tl: 2
longing|nn: 5
immortal|jj-tl: 1
parthenon|np: 6
grecian|jj: 3
eve|nn: 5
fragmentary|jj: 7
spark|nn-tl: 1
spark|nn: 8
slips|vbz: 1
burns|vbz: 2
homeland|nn: 5
stray|vb: 4
honestly|rb: 12
perpetuate|vb: 5
1892|cd: 4
yearning|nn: 7
remedy|nn: 10
men|nns-tl: 8
achieved|vbd: 12
episodes|nns: 5
delightfully|ql: 2
charles'|np$: 7
defeat|nn: 20
exalted|vbn: 6
fervor|nn: 4
julius|np: 4
caesar|np: 6
god|nn: 13
coherent|jj: 5
ridiculous|jj: 19
when|wrb-tl: 4
ring|vb-tl: 1
peasants|nns: 10
king's|nn$-tl: 10
ride|nn-tl: 1
escapes|vbz: 2
turkey|np: 5
desolation|nn: 4
fortress|nn: 5
revulsion|nn: 5
procession|nn: 5
brilliantly|ql: 2
cathedral|nn: 6
ancestors|nns: 6
longed|vbn: 3
echo|nn: 6
their|pp$-tl: 2
UNK|fw-nps-tl: 1
UNK|fw-pp$-tl: 2
admirably|rb: 5
supernatural|jj: 14
sister|nn-tl: 3
king's|nn$: 4
convent|nn: 4
10|cd-tl: 11
descent|nn-tl: 1
poignant|jj: 6
sculpture|nn: 11
diagrams|nns: 8
visually|rb: 4
approximated|vbd: 2
nuns|nns: 4
draperies|nns: 4
draper|nn: 1
wet|vbd: 2
lightweight|jj: 4
basin|nn: 5
argiento|np: 13
intensify|vb: 4
bunched|vbn: 4
flow|vb: 13
enrich|vb: 5
a|fw-in-tl: 1
spanish|jj-tl: 9
persuaded|vbn: 15
rabbi|nn-tl: 7
melzi|np: 4
rabbi|nn: 6
talmud|np: 4
jew|np: 24
workmen|nns: 7
laborers|nns: 6
bachelor|nn: 4
design|vb: 4
drawings|nns: 21
draped|vbd: 3
sitting|nn: 4
introduced|vbd: 14
sketched|vbd: 2
linen|nn: 5
robes|nns: 4
composite|nn: 3
subtracted|vbd: 1
respected|vbd: 5
approach|vb: 15
quill|nn: 9
abdomen|nn: 6
torso|nn: 7
smoothed|vbd: 4
pull|nn: 12
surge|nn: 8
10|cd-hl: 7
laundry|nn: 5
pots|nns: 5
liking|vbg: 4
grumble|vb: 5
announcing|vbg: 7
splinter|nn: 3
imbedded|vbd: 1
pupil|nn: 18
applied|vbd: 22
extract|vb: 5
surgeon|nn: 11
maestro|nn-tl: 4
cage|nn: 9
poetry-and-jazz|nn: 3
francisco|np-tl: 5
rexroth|np: 6
heading|nn: 18
poetry-and-jazz|nn-nc: 1
bruce|np: 4
judy|np: 8
ballads|nns: 7
patchen|np: 26
buff|nn: 2
moore|np: 24
sextet|nn-tl: 2
patchen's|np$: 7
characterized|vbn: 15
before|in-tl: 1
brave|nn-tl: 1
counter|rb: 5
dark|jj-tl: 10
sends|vbz: 4
angels|nns-tl: 6
experimented|vbn: 4
cloth|nn-tl: 1
experimented|vbd: 2
narrative|jj: 3
segments|nns: 10
awake|vb-tl: 1
makings|nns: 4
purported|vbd: 3
listeners|nns: 20
battle|vb: 3
youngest|jjt-tl: 1
hero|nn-tl: 4
wits|nns: 5
militant|nn: 1
explorer|nn: 3
shy|jj-tl: 1
exploited|vbd: 2
budd|np: 5
friday|np: 1
ruling|vbg: 11
dizzy|np: 1
miles|np: 3
cerebral|jj: 7
oriental|jj: 3
rainy|np: 1
singers|nns: 10
pat|np: 32
par|fw-in: 4
excellence|fw-nn: 2
astonishment|nn: 5
militant|jj: 5
pedal|vb: 1
characteristically|rb: 7
outspoken|jj: 5
revolutionary|nn: 1
declines|vbz: 4
characterized|vbd: 5
illustrates|vbz: 7
directness|nn: 4
UNK|uh-tl: 8
anything|pn-tl: 1
sheep|nns: 4
han'|nn: 4
limbs|nns: 5
eating|vbg: 29
lbs.|nns: 6
hen|nn: 21
buffet|vb: 1
one-tenth|nn: 5
one-fifth|nn: 4
calories|nns: 7
refrigeration|nn: 13
packaging|vbg: 7
banish|vb: 4
spoilage|nn: 7
affluence|nn: 4
facts|nns-hl: 2
vitamins|nns: 10
boast|vb: 7
keys|np: 18
k|nn: 4
eat|vb-tl: 1
well|rb-tl: 1
stay|vb-tl: 2
well|jj-tl: 1
laboratory|nn-tl: 13
physiological|jj-tl: 1
directs|vbz: 5
spans|vbz: 3
indescribable|jj: 4
blades|nns: 12
firemen|nns: 5
fats|nns-hl: 2
smash|vb: 2
mothers'|nns$: 3
ticket|nn: 16
milligrams|nns: 21
cholesterol|nn: 18
predicting|vbg: 5
count|nn: 18
nearer|jjr: 4
250|cd: 8
menu|nn: 5
cancer|nn: 20
diabetes|nn: 4
artery|nn: 46
40%|nn: 7
saturated|vbn: 7
coronary|jj: 4
obesity|nn-hl: 1
malnutrition|nn-hl: 1
scarce|jj: 6
earth's|nn$: 11
deficiency|nn: 11
diseases|nns: 16
breast|nn: 10
menace|nn: 8
johnny|np-tl: 2
parasites|nns: 4
vanished|vbn: 4
principles|nns-tl: 2
medicine|nn-tl: 5
malnutrition|nn: 3
obesity|nn: 4
overweight|nn: 2
jolliffe|np: 4
damage|vb: 5
chevrolet|np: 3
25%|nn: 6
appestat|nn: 5
appetite|nn: 11
hypothalamus|nn: 19
doses|nns: 13
alcohol|nn: 13
pituitary|nn: 5
tumor|nn: 13
food|nn-hl: 2
frustration|nn-hl: 1
conversations|nns: 9
withheld|vbn: 7
gains|vbz: 1
subconscious|jj: 3
compulsive|jj: 9
downright|jj: 3
crutches|nns: 6
quaker|np-tl: 1
that|dt-hl: 1
remarkable|jj-hl: 1
cholesterol|nn-hl: 3
disgusting|jj: 4
coronary|nn: 3
crystalline|jj: 5
meaning|vbg: 12
UNK|fw-jj-nc: 2
2%|nn: 9
manufacture|nn: 16
fatty|jj: 7
deposited|vbn: 10
arterial|jj: 7
proteins|nns: 12
deposits|nns: 6
slowing|vbg: 5
seals|vbz: 1
provokes|vbz: 4
fatally|rb: 3
&|cc-hl: 2
nazi|np: 5
coincided|vbd: 5
oxidation|nn: 22
vegetable|nn: 10
radically|ql: 3
march|np-hl: 9
26|cd-hl: 1
spraying|vbg: 6
crops|nns: 17
buchheister|np: 6
handing|vbg: 6
loaded|vbn: 19
delegates|nns: 14
convention|nn-tl: 5
spraying|nn: 2
ant|nn: 6
plague|nn: 3
wrecked|vbd: 1
crop|nn: 20
forest|nn-tl: 26
pride|vb: 1
birds|nns: 46
peck|vb: 1
wilderness|nn-tl: 2
preservation|nn: 16
breed|vb: 3
pollution|nn: 6
ratification|nn: 5
da|np: 9
wild|jj-tl: 3
sanctuary|nn-tl: 1
marin|np: 2
marin|np-tl: 2
conservation|nn-tl: 5
pledged|vbd: 2
sanctuary|nn: 8
willy|np: 4
fiedler|np: 9
makeshift|jj: 6
bomber|nn: 8
runway|nn: 4
missile|nn: 46
missiles|nns-tl: 1
polaris|np: 10
allies|nns-tl: 4
manned|vbn: 12
shipping|nn: 4
depended|vbd: 9
cubic|jj: 15
altitude|nn: 4
rocket|nn: 7
speck|nn: 6
fuel|nn: 17
controlled|vbd: 5
bolted|vbn: 3
banked|vbd: 1
airfield|nn: 5
skimmed|vbd: 2
armed|vbn: 32
underwater|jj: 9
suicide|nn: 16
ships|nns: 42
crack|jj: 1
halted|vbn: 2
serene|jj: 8
celebration|nn-tl: 1
de|fw-in-tl: 17
martini|np: 3
easter|np-tl: 1
march|nn-tl: 4
disarmament|nn-tl: 1
abolish|vb: 6
jolt|vb: 2
47|cd: 6
collected|vbd: 6
glimco|np-hl: 1
buddy|nn-hl: 1
buddies|nns: 5
glimco|np: 3
mob|nn: 9
slim|np: 10
alex|np: 30
stein's|np$: 4
maintenance|nn-tl: 4
payroll|nn: 16
connection|nn-hl: 1
sought|vbn-hl: 1
madison|np-tl: 8
mccormick|np: 7
lee|np-hl: 1
witness|nn-hl: 1
jerome|np: 5
leavitt|np: 6
liquor|nn-tl: 1
s.|jj-tl: 2
av.|nn-tl: 9
buddy|nn: 11
best|np-tl: 1
supply|nn-tl: 5
$1,500|nns: 4
payment|nn-hl: 3
local|nn: 6
teamsters|nns: 6
attorneys|nns: 8
$5,000|nns: 6
taxi|nn: 16
meter|nn: 6
bureau|nn: 15
radioactive|jj: 10
fallout|nn: 29
arrive|vb: 21
huff|np: 10
wilmette|np: 3
attorney|nn: 27
payments|nns-hl: 1
involved|vbn-hl: 3
gregorio|np: 4
expenses|nns: 43
$25,000|nns: 4
charge|nn-hl: 1
lists|vbz-hl: 1
checks|nns-hl: 1
lawrence|np-tl: 4
sherman|np-tl: 4
attempted|vbd: 17
cash|vb: 2
bonn|np-hl: 1
oct.|np-hl: 2
24|cd-hl: 5
upi|np-hl: 4
ratified|vbn: 3
dim|jj: 19
boil|vb: 7
loaf|nn: 4
china|nn: 6
suitcases|nns: 5
conveyed|vbd: 3
dependable|jj: 7
assured|vbd: 16
creaked|vbd: 6
turkish|jj: 8
slippers|nns: 7
shaving|vbg: 6
strode|vbd: 10
tying|vbg: 5
cradle|nn: 5
mahogany|nn: 7
leaf|nn: 10
oval|jj: 5
frames|nns: 26
mildly|ql: 2
shutters|nns: 4
partly|ql: 8
velvet|nn: 4
portraits|nns: 7
triangle|nn: 4
airy|jj: 7
cheerful|jj: 9
place|fw-nn-tl: 5
buffet|nn: 4
inserted|vbd: 5
elevator|nn: 11
duplication|nn: 8
tours|np: 1
intersection|nn: 17
stayed|vbn: 14
reminded|vbd: 18
wool|nn: 10
trunks|nns: 4
towel|nn: 6
anchored|vbn: 9
la|fw-at-tl: 22
matters|vbz: 5
tweed|nn: 5
rhodes|np: 3
emory|np-tl: 10
emory|np: 4
tax-exempt|jj: 6
only|jj: 5
privileges|nns: 10
statutory|jj: 13
legislature|nn-tl: 27
exempt|vb: 1
taxation|nn: 10
affiliated|vbn: 7
methodist|np-tl: 2
urged|vbn-hl: 2
1954|cd-hl: 1
wheel|nn-tl: 2
conflict|vb: 3
creed|nn: 6
documents|nns: 16
corporate|jj-hl: 1
existence|nn-hl: 1
midnight|nn: 22
waddell|np-tl: 1
ne|nn: 3
patrolman|nn-tl: 4
occupants|nns: 9
willard|np: 4
leon|np-tl: 1
barnett|np: 11
se|nn: 1
grady|np-tl: 4
threatened|vbd: 15
negotiations|nns: 13
theaters|nns: 11
appeal|nn-tl: 5
human|jj-tl: 2
rights|nns-tl: 5
intend|vb-hl: 1
attend|vb-hl: 2
deadline|nn: 5
coahr|nn: 5
gather|vb-hl: 1
here|rb-hl: 5
negotiate|vb: 9
agreed|vbn: 29
failed|vbn: 20
pledged|vbn: 3
uptown|nn: 2
r.|np-hl: 1
e.|np-hl: 1
killingsworth|np-hl: 1
killingsworth|np: 3
foreman|nn: 4
w|nn: 2
cafeteria|nn-tl: 1
baptist|np: 6
bloom|np: 1
john|np-hl: 2
w.|np-hl: 1
ball|np-hl: 1
ball|np: 3
133|cd-tl: 1
nw|nn: 4
apartment|nn-tl: 2
chapel|nn-tl: 10
mrs.|np-hl: 2
harris|np-hl: 1
garland|np: 8
simpson|np: 5
little|np: 1
wallace|np: 6
wilmington|np: 5
slate|nn-tl: 5
ronald|np: 5
assaulted|vbd: 3
police|nns-hl: 2
account|nn-hl: 2
blanche|np-tl: 1
margaret|np: 10
latch|nn: 4
attacks|vbz-hl: 2
officer|nn-hl: 2
related|vbd: 9
uniforms|nns: 11
counts|nns: 7
disturbance|nn: 10
self|np: 3
clerk|vb: 1
atlanta|np-tl: 4
disability|nn: 5
handled|vbd: 5
wistfully|rb: 4
pest|nn: 4
ants|nns: 7
30,000|cd: 5
treating|vbg: 11
20,000|cd: 5
macon|np: 3
dodge|np: 3
livestock|nn: 19
humans|nns: 9
expressway|nn-tl: 7
14th|od-tl: 2
computers|nns: 5
cameras|nns: 8
congestion|nn: 6
junction|nn: 4
northeast|jj-tl: 3
jones|np-tl: 2
fiery|jj: 7
patrol|nn-tl: 4
claude|np: 10
troopers|nns: 6
half-mile|nn: 7
111|cd-tl: 3
into|in-hl: 5
flames|nns-hl: 1
lucille|np: 13
flaming|vbg: 5
ring|nn-tl-hl: 1
of|in-tl-hl: 5
bright|jj-tl-hl: 1
water|nn-tl-hl: 1
by|in-hl: 10
gavin|np-hl: 1
maxwell|np-hl: 1
magic|jj: 21
ring|nn-tl: 3
bright|jj-tl: 3
chronicle|nn: 4
otter|nn: 5
scottish|jj: 5
highlands|nns-tl: 6
camusfearna|np: 4
isle|nn: 4
dolphins|nns: 2
coming|nn: 11
furnishing|nn: 3
moving|jj: 8
travelled|vbd: 2
catalogued|vbn: 3
glen|nn: 2
burn|nn: 5
ledge|nn: 4
sheer|jj: 13
charted|vbn: 6
loneliness|nn: 7
interdependence|nn: 6
trusted|vbn: 9
revolved|vbd: 3
savage|nn: 1
coincidence|nn: 11
widened|vbn: 3
comedie|fw-nn-tl: 13
repeats|vbz: 4
accurately|rb: 24
classics|nns: 9
17th|od: 5
classic|nn: 5
adverse|jj: 11
court|vb: 2
delight|vb: 2
revival|nn: 7
experimenters|nns: 4
moliere's|np$: 5
costumes|nns: 17
grief|nn: 7
productions|nns: 6
phedre|np-tl: 3
wives|nns-tl: 4
thrusting|vbg: 7
speaking|nn: 3
stately|jj: 4
mainly|ql: 1
jouvet|np: 4
ledoux|np: 4
arnolphe|np: 5
influential|jj: 14
tartuffe|np-tl: 1
tartuffe|np: 3
courts|vbz: 1
seigner|np: 5
sensuality|nn: 5
deserved|vbn: 2
laughs|nns: 3
specialty|nn: 4
good-natured|jj: 4
rebut|vb: 6
acting|nn: 5
gentleman|nn-tl: 1
imaginary|jj-tl: 1
invalid|nn-tl: 1
tricks|nns-tl: 1
scapin|np-tl: 1
scapin|np: 3
plots|vbz: 1
nobody's|pn$: 2
django|np: 4
gypsy|nn: 4
channels|nns: 23
owe|vb: 10
armstrong|np: 6
startlingly|ql: 2
swing|nn-tl: 2
beyond|in-tl: 1
heavy|jj-tl: 1
artillery|nn-tl: 2
after|cs-tl: 1
you've|ppss+hv-tl: 1
gone|vbn-tl: 1
are|ber-tl: 6
you|ppss-tl: 4
my|pp$-tl: 7
stars|nns-tl: 2
lover|nn-tl: 3
42|cd-tl: 1
minor|np: 2
hall|np: 6
say|vb-tl: 1
down|rb-tl: 2
home|nr-tl: 2
rag|nn-tl: 3
careless|jj-tl: 1
blues|nns-tl: 10
weary|jj-tl: 1
original|jj-tl: 1
bourbon|np-tl: 1
parade|nn-tl: 1
panama|np-tl: 2
oh|uh-tl: 1
didn't|dod*-tl: 1
he|pps-tl: 1
maryland|np-tl: 6
1919|cd-tl: 1
eh|uh-tl: 1
,|fw-rb-tl: 1
UNK|fw-rb-tl: 2
mood|nn-tl: 1
call|nn-tl: 1
old-time|jj: 4
krim|np: 17
pulp|nn: 5
duck|vb: 7
paramount|jjs-tl: 1
pictures|nns-tl: 1
writer|nn-tl: 2
krim's|np$: 8
nasty|jj: 5
displays|vbz: 6
tortured|vbn: 8
unhappily|ql: 1
subway|nn: 6
self-conscious|jj: 5
seventh|od-tl: 15
intellectual|nn: 8
associates|vbz: 1
true|nn: 1
farrell|np: 5
remotely|rb: 4
suffering|nn: 14
nerves|nns: 21
hysteria|nn: 7
intellectuals|nns: 11
gentile|nn: 1
bellow|np: 2
toughness|nn: 4
liberated|vbn: 5
self-indulgence|nn: 4
prevented|vbd: 11
articulate|jj: 6
convinced|vbd: 7
reading|nn-nc: 1
forties|nns: 6
reviews|nns: 6
book|nn-tl: 17
commentary|nn-tl: 3
partisan|jj-tl: 3
exodus|nn-tl: 1
s.|nil: 1
partisan|nn-tl: 6
monstrous|jj: 12
wherein|wrb: 5
avant-garde|nn: 5
crazily|rb: 4
critical|jj-tl: 1
UNK|fw-wps: 1
UNK|fw-ppl+vbz: 2
boring|vbg: 4
rite|nn: 3
beat|jj: 4
stalled|vbd: 3
hospitality|nn: 6
screwed|vbn: 13
sailors|nns: 8
booth|np: 3
pearl|np: 2
buck|np: 14
lowell|np: 5
dug|vbn: 8
print|vb: 4
dozed|vbd: 4
dross|nn: 4
malraux|np: 13
mccarthy|np: 7
schwartz|np: 6
eleanor|np: 9
educate|vb: 7
edited|vbn: 6
glitter|nn: 5
rocker|nn: 4
walt|np: 4
outgrow|vb: 4
dentists|nns: 4
appalling|jj: 9
aesthetic|nn: 2
mentions|vbz: 6
beats|nns: 1
revived|vbn: 3
decent|jj: 20
syntax|nn: 6
yet|ql: 3
stowey|np: 5
americana|np: 4
childishness|nn: 4
farmhouse|nn: 8
sunday's|nr$: 6
pittsburgh|np-tl: 5
gazette|nn-tl: 9
vine|nn: 4
enormously|rb: 4
mice|nns: 9
sill|nn: 4
wired|vbn: 7
masonry|jj: 1
everywhere|nn: 4
stare|nn: 5
disapproved|vbd: 3
surrender|nn: 14
souls|nns: 21
year's|nn$-tl: 7
costume|nn: 10
ignition|nn: 4
handkerchief|nn: 9
cooked|vbn: 8
forty-nine|cd: 4
breeding|vbg: 2
austere|jj: 5
steeple|nn: 9
architecture|nn: 10
eyebrows|nns: 9
soaking|ql: 3
waist|nn: 10
calves|nns: 4
disappear|vb: 11
nails|nns: 12
adamant|jj: 5
backing|vbg: 5
swung|vbn: 5
lungs|nns: 20
gaunt|jj: 6
accelerator|nn: 5
rustling|vbg: 9
landed|vbn: 3
awaken|vb: 7
awoke|vbd: 8
straightening|vbg: 5
glimpsed|vbd: 2
lit|vbd: 8
illuminating|vbg: 1
parting|nn: 1
shivering|vbg: 11
hints|vbz: 2
collectively|rb: 4
gentile|np: 9
someone's|pn$: 4
enemy|nn: 85
competitors|nns: 10
paragraph|nn: 9
diversity|nn: 10
scholarly|jj: 8
genuinely|ql: 7
distortion|nn: 7
predispositions|nns: 9
succumbed|vbn: 4
dubious|jj: 7
hitler|np: 7
foregoing|vbg: 7
unfolded|vbn: 2
anthology|nn: 3
invites|vbz: 7
selections|nns: 14
paragraphs|nns: 14
guarantee|vb: 2
refrain|vb: 6
gentile-jewish|jj: 5
trends|nns: 20
condition|vb: 1
clarification|nn: 5
universal|jj-tl: 5
initiated|vbn: 8
claimant|nn: 8
politic|jj: 4
prevailing|vbg: 17
vaguely|ql: 2
maker|nn: 12
pursued|vbn: 11
multiplicity|nn: 8
confusions|nns: 4
entrenched|vbn: 4
predisposition|nn: 4
maximization|nn: 7
harmonious|jj: 5
outcomes|nns: 11
coalition|nn: 15
assessed|vbn: 9
disorganized|vbn: 5
prosecuted|vbn: 5
destructive|jj: 25
trapped|vbn: 7
inject|vb: 6
corrosive|jj: 4
near|vb: 4
altering|vbg: 4
favorably|ql: 1
abiding|vbg: 5
foregoing|nn: 4
confuse|vb: 5
punctuated|vbn: 4
identifiable|jj: 5
specificity|nn: 9
philadelphia|np-hl: 1
jan.|np-hl: 4
23|cd-hl: 1
skorich|np: 10
eagles|nns-tl: 5
head|jjs: 4
three-year|jj: 5
jerry|np: 15
choice|nn-hl: 2
was|bedz-hl: 1
expected|vbn-hl: 4
norm|np: 3
refused|vbn: 16
helm|nn: 3
coach|nn-hl: 1
played|vbd-hl: 1
cincinnati|np-tl: 1
sutherland|np: 6
catholic|jj-tl: 8
y.|np: 6
richardson|np: 12
citation|nn: 5
shea|np: 9
baseball|nn-tl: 3
writers'|nns$-tl: 1
spahn|np: 5
southpaw|nn: 5
milwaukee|np: 9
columnist|nn: 4
yankees|nps: 23
ben|np-tl: 3
guy|nn-tl: 1
award|nn-tl: 7
homer|nn: 8
babe|np-tl: 1
ruth|np-tl: 2
william|np-tl: 1
j.|np-tl: 3
mercer|np-tl: 3
show|nn-hl: 2
follows|vbz-hl: 1
ceremonies|nns-hl: 1
clint|np: 4
convince|vb: 4
branch|np: 1
continental|jj-tl: 14
franchise|nn: 5
flushing|np-hl: 1
stadium|nn-hl: 1
works|nns-hl: 1
flushing|np-tl: 1
meadow|nn-tl: 4
commissioner|nn-tl: 12
sands|nns-tl: 2
patricia|np: 7
ted|np: 7
maris|np: 36
winner|nn: 6
league's|nn$-tl: 3
writers|nns-tl: 2
pierre|np-tl: 1
cup|nn-tl: 1
matches|nns: 8
gardner|np: 4
writers'|nns$: 3
tee|nn-tl: 1
mcauliffe|np: 4
palm|nn-tl: 4
fla.|np: 5
charity|nn: 8
professional|jj-tl: 3
golfers|nns-tl: 1
hogan|np-tl: 1
UNK|nn$-hl: 2
golden|jj-hl: 1
boy|nn-hl: 2
blazing|vbg: 6
sportsman|nn-tl: 2
acclaimed|vbn: 3
athlete|nn-tl: 1
belt|nn-tl: 2
frustrations|nns: 4
motivated|vbd: 1
athletics|nn: 4
respects|vbz: 3
par|nn: 9
open|nn: 4
margin|nn-hl: 1
fairway|nn: 5
sliced|vbd: 3
hooked|vbd: 2
clubhouse|nn: 4
heartening|jj: 4
hogan|np: 10
pro|nn: 5
drank|vbd: 19
blast|vb: 3
rules|nns-hl: 1
countin'|vbg: 4
palmer's|np$: 6
floated|vbd: 5
downstream|rb: 4
spectator|nn: 8
potato|nn: 15
for|rb: 5
tee|nn: 4
embankment|nn: 4
rains|nns: 4
ruling|vbg-hl: 1
high|jj-hl: 1
provisional|jj: 4
embedded|vbn: 4
common|nn: 7
agenda|nn: 4
amendments|nns: 4
pete|np: 23
league's|nn$: 1
exclaiming|vbg: 4
beards|nns: 5
beech|nn: 2
acre|nn: 10
pastern|np: 9
ground|vbd: 4
salvation|nn-tl: 3
slapping|vbg: 5
gigantic|jj: 10
hand|vb: 8
anne|np-tl: 4
grandmother|nn-tl: 1
bereavement|nn: 4
board|vb: 4
bomb|vb: 3
brigadier|nn: 5
infantry|nn: 13
yugoslavia|np: 3
zenith|nn: 1
infectious|jj: 16
ten|np: 1
mothers'|nns$-tl: 1
kidney|nn: 6
laborer|nn: 6
sherry|nn: 4
excited|vbd: 2
worries|nns: 15
convertible|jj: 7
shut|vbd: 7
encouraged|vbd: 5
irish|nps: 1
hallway|nn: 7
heartily|rb: 9
dyed|vbn: 4
bloom|nn: 8
fading|vbg: 5
crowding|vbg: 5
cling|vb: 5
graces|nns: 4
stray|nn: 1
comforts|nns: 5
instantaneous|jj: 4
flannagan|np: 7
travelling|vbg: 4
shower|nn: 8
heaped|vbn: 3
noises|nns: 6
promise|vb: 9
manufactured|vbd: 3
tokyo|np: 14
safer|jjr: 4
patting|vbg: 4
plumpness|nn: 4
cushion|nn: 6
sufferings|nns: 4
tv|np: 2
nassau|np: 10
lighted|vbd: 6
repair|vb: 5
saratoga|np: 4
two|cd-tl: 8
rookie|nn-tl: 1
ron|np: 4
pinpoint|nn: 2
innings|nns: 4
jay|np: 14
singled|vbd: 7
porter|np: 10
smash|nn: 2
knocked|vbn: 14
glove|nn: 9
bunched|vbd: 1
chuck|np: 4
tripled|vbd: 1
cliff|np: 2
cook|np: 19
dan|np: 26
infield|nn: 7
accounted|vbd: 4
flies|nns: 8
clicked|vbn: 3
flooded|vbn: 4
tuttle|np: 4
carey|np: 4
mound|nn: 8
tex.|np-hl: 1
may|np-hl: 4
lane|np: 9
lightweight|nn: 1
unanimous|jj: 5
rip|np: 1
st.|np-hl: 3
gardner's|np$: 4
diving|vbg: 2
lemon|np: 3
minnesota|np-tl: 4
twins|nns-tl: 5
white|nn-tl: 3
single|nn: 7
hit|nn: 10
turk|np: 3
tagged|vbn: 5
sox|nps: 2
utah|np-hl: 1
red|nn-tl: 1
outfielder|nn-tl: 1
jackie|np: 4
jensen|np: 4
reflexes|nns: 6
46|cd: 8
newsmen|nns: 4
diving|nn-tl: 1
champion|nn-tl: 3
pacific|np-tl: 3
ensign|np: 1
examiner|nn-tl: 8
liston|np: 6
traveler|nn-tl: 1
anymore|rb: 5
tongues|nns: 4
belonging|vbg: 12
grove|np: 1
al|fw-nns: 8
player's|nn$: 3
slaughter|np: 1
all-out|jj: 6
rocky|np: 1
revived|vbd: 3
blackout|nn: 4
living|vbg-tl: 4
nbc|nn: 4
afternoons|nns: 11
dissatisfaction|nn: 9
cincinnati|np-hl: 1
ohio|np-hl: 2
ap|np-hl: 10
crushing|vbg: 6
reds|nns-tl: 2
finale|nn: 6
mantle's|np$: 5
post|np: 1
1924|cd: 9
hearst's|np$: 6
hearst|np: 45
chat|nn: 2
antagonism|nn: 9
tart|jj: 6
telegram|nn: 8
pet|nn: 8
probe|nn: 1
knox|np: 5
railroads|nns: 14
outright|rb: 4
watered|vbn: 3
ton|nn: 12
block|vb: 5
presumptuous|jj: 4
nomination|nn: 11
swelling|vbg: 8
cooperating|vbg: 7
american|np-tl: 4
veteran|jj: 8
lessons|nns-tl: 1
quarreled|vbd: 2
snapping|nn: 1
fore|nn: 4
try|nn: 3
persuading|nn: 1
hearst|np-tl: 2
paper|nn-tl: 1
starting|nn: 1
candidacy|nn: 6
tone|vb: 1
rape|nn-nc: 1
abortion|nn-nc: 1
criminal|jj-nc: 1
assault|nn-nc: 1
born|vbn-nc: 1
out|rb-nc: 1
hearst|np-hl: 1
offers|vbz-hl: 1
cash|nn-hl: 1
unnamed|jj: 4
trusts|nns: 4
disrupt|vb: 5
nominated|vbn: 7
urged|vbn: 11
relieve|vb: 12
incur|vb: 4
fruitless|jj: 4
hill|np: 3
boss|nn-tl: 2
murphy|np: 6
menacing|vbg: 4
blast|nn: 11
louisville|np-tl: 1
sane|jj: 5
compass|vb: 1
pen|vb: 1
dispatch|nn: 6
expelled|vbn: 4
UNK|(: 1
UNK|): 1
delegate|nn: 4
kern|np: 8
purchase|vb: 11
chief|nn-tl: 25
grinning|vbg: 7
arduous|jj: 4
bolt|vb: 2
admiring|vbg: 4
stunning|jj: 6
mayflower|np-tl: 3
drawing|jj-tl: 1
car|nn-tl: 3
harcourt|np: 5
brace|np: 2
elmer|np-tl: 4
gantry|np-tl: 5
training|nn-tl: 6
camp|nn-tl: 4
begged|vbd: 12
breasted|np: 6
galleys|nns: 4
divorce|vb: 6
cromwell|np-tl: 3
remembers|vbz: 13
strays|nns: 6
hugh|np: 8
occupying|vbg: 6
unsettled|vbn: 4
tour|vb: 1
revisions|nns: 9
retreat|nn: 11
blackman|np: 15
enjoined|vbd: 1
