furthermore|rb: 0.0010200034000113333
catching|vbg: 0.0004023682244065069
subordinate|nn: 6.752240055638458e-06
virginian|np: 8.96780557797507e-05
disinterested|jj: 6.442364992188632e-05
UNK|pps+bez: 0.004728132387706856
abstracts|nns-tl: 0.00046707146193367583
colonel|nn: 6.752240055638458e-05
ailment|nn: 2.7008960222553833e-05
enjoying|vbg: 0.0009196987986434443
isaac|np: 0.000298926852599169
thou|ppss: 0.001052710730130085
UNK|hv: 0.0005256241787122207
patriotic|jj: 0.00012884729984377264
rejoicing|vbg: 0.0001724435247456458
6th|od: 0.0026925148088314485
disorders|nns: 0.00013072871923206216
barren|jj-tl: 0.000250501002004008
enemy's|nn$: 0.005598320503848845
cautious|jj: 0.00016105912480471581
alert|nn: 2.0256720166915374e-05
benjamin|np: 0.0003288195378590859
escorted|vbn: 3.524850193866761e-05
hearts|nns-tl: 0.0009341429238673517
kerr|np: 0.0001494634262995845
stamped|vbn: 0.00017624250969333803
10-year-old|nn: 6.752240055638458e-06
who|wpo: 0.0035971223021582736
larkin|np: 0.000298926852599169
20th|od-tl: 0.005208333333333333
dizzy|jj: 4.831773744141474e-05
gary|np: 0.0001494634262995845
youngster|nn: 5.401792044510767e-05
miserable|jj: 0.00019327094976565897
playhouse|nn-tl: 0.0003086181621788442
epitaph|nn-tl: 0.00023146362163413317
dillon|np-tl: 0.0007718034473887317
boards|vbz: 0.00013842746400885935
dillon|np: 0.0002391414820793352
shell|nn: 0.00014179704116840762
sparks|nns: 5.6026593956598066e-05
groom|np: 2.98926852599169e-05
blaze|vb: 9.198221677142419e-05
proficient|jj: 8.052956240235791e-05
vibrant|jj: 9.663547488282948e-05
icy|jj: 0.00019327094976565897
shriek|nn: 2.7008960222553833e-05
belligerent|jj: 8.052956240235791e-05
cherry|np: 2.98926852599169e-05
musical|jj-tl: 0.001002004008016032
where's|wrb+bez-tl: 1.0
charley|np-tl: 0.0007718034473887317
lyrics|nns: 0.00028013296978299034
berman|np: 0.0001793561115595014
invented|vbn: 0.0002819880155093409
once|rb-tl: 0.1
amy|np-tl: 0.0002572678157962439
whispering|vbg: 0.00022992469966086107
appealing|jj: 0.00016105912480471581
gibson|np-tl: 0.0005145356315924878
marching|vbg-tl: 0.007575757575757576
brazilian|np: 2.98926852599169e-05
sparkling|vbg: 0.00022992469966086107
positively|ql: 0.00011809163911195088
broadway|np-tl: 0.0005145356315924878
fiorello|np: 0.0001195707410396676
veterans|nns-tl: 0.002335357309668379
elliott|np: 0.0001195707410396676
musical|nn: 2.7008960222553833e-05
evoke|vb: 0.00018396443354284838
rides|vbz: 0.0005537098560354374
principals|nns: 7.470212527546409e-05
rudy|np: 0.0001195707410396676
bond|np: 5.97853705198338e-05
hurrying|vbg: 0.00022992469966086107
marie|np: 0.0001793561115595014
jen|np: 0.0002092487968194183
verve|nn: 2.7008960222553833e-05
promoted|vbn: 0.00038773352132534365
display|vb: 0.00036792886708569676
poker|nn-tl: 7.715454054471106e-05
tin|nn-tl: 7.715454054471106e-05
box|nn-tl: 0.0003086181621788442
visibly|rb: 0.00017000056666855557
sterling|jj: 3.221182496094316e-05
virtual|jj: 8.052956240235791e-05
reassuring|vbg: 0.0003448870494912916
refreshing|jj: 8.052956240235791e-05
tank|nn: 8.10268806676615e-05
dolores|np: 0.000597853705198338
paula|np: 0.0005679610199384211
biting|vbg: 0.0003448870494912916
springtime|nn: 2.7008960222553833e-05
wing|vb: 3.066073892380806e-05
entertaining|jj: 6.442364992188632e-05
price|nn-tl: 7.715454054471106e-05
silence|nn-tl: 0.0001543090810894221
sen.|nn-tl: 0.0023146362163413317
rep.|nn-tl: 0.0010030090270812437
beating|vbg: 0.0005748117491521527
anti-monopoly|jj: 6.442364992188632e-05
restriction|nn: 5.401792044510767e-05
forbid|vb: 0.00012264295569523224
begging|vbg: 0.0005173305742369374
hearings|nns: 0.00014940425055092818
labor-management|nn: 4.726568038946921e-05
plagued|vbd: 0.00011822660098522167
allegedly|ql: 0.00023618327822390176
disputes|nns: 0.00013072871923206216
disclosures|nns: 7.470212527546409e-05
aircraft|nn-tl: 0.0003857727027235553
incurred|vbd: 3.940886699507389e-05
attributable|jj: 0.00011274138736330107
defective|jj: 0.00011274138736330107
kowalski|np: 0.0005380683346785041
armed|vbn-tl: 0.034050179211469536
abuses|nns: 0.00013072871923206216
prosecution|nn: 6.0770160500746126e-05
anti-trust|jj: 0.0004187537244922611
engaging|vbg: 0.00022992469966086107
rig|vb: 3.066073892380806e-05
structured|vbn: 0.0004934790271413465
allocated|vbn: 0.00010574550581600282
pricing|nn: 1.3504480111276917e-05
electric|nn-tl: 0.0003086181621788442
structure|vb: 3.066073892380806e-05
consumer|nn: 0.00023632840194734604
UNK|fw-pp$-nc: 1.0
folklore|nn-tl: 0.0001543090810894221
capitalism|nn-tl: 0.00023146362163413317
p.|nn-tl: 0.0003086181621788442
uncontrolled|jj: 6.442364992188632e-05
penalties|nns: 7.470212527546409e-05
invoked|vbn: 0.00017624250969333803
pp.|nns-tl: 0.00046707146193367583
empires|nns: 7.470212527546409e-05
exchange|vb: 9.198221677142419e-05
evaluating|vbg: 0.0004023682244065069
UNK|fw-vb-nc: 1.0
untrammeled|jj: 6.442364992188632e-05
unprecedented|jj: 0.00016105912480471581
conspirators|nns: 7.470212527546409e-05
displayed|vbn: 0.0004582305252026789
impersonal|jj: 0.00020937686224613056
brand|ql: 0.00011809163911195088
wagner|np-tl: 0.0005145356315924878
bargaining|vbg: 5.748117491521527e-05
fraud|nn: 4.726568038946921e-05
wheat|nn: 6.0770160500746126e-05
reacting|vbg: 0.00022992469966086107
imposes|vbz: 0.0005537098560354374
outlawed|vbn: 0.00014099400775467044
monopolies|nns: 9.33776565943301e-05
denounced|vbn: 0.00017624250969333803
savage|np: 2.98926852599169e-05
manufactured|vbn: 0.0002819880155093409
mechanic|nn: 3.376120027819229e-05
report|nn-tl: 0.00146593627034951
defends|vbz: 0.0002768549280177187
fixing|nn: 1.3504480111276917e-05
proposing|vbg: 0.0003448870494912916
allegedly|rb: 5.6666855556185186e-05
sherman|np: 0.0007473171314979224
authorize|vb: 0.00015330369461904033
injunctions|nns: 9.33776565943301e-05
international|nn: 6.752240055638458e-06
exemption|nn: 4.726568038946921e-05
freight|nn: 0.00014179704116840762
mergers|nns: 9.33776565943301e-05
consumers|nns: 0.00014940425055092818
clayton|np-tl: 0.0007718034473887317
mine|nn-tl: 7.715454054471106e-05
sued|vbd: 7.881773399014778e-05
interfered|vbd: 0.00015763546798029557
alpert|np: 0.0001494634262995845
betrayal|nn: 3.376120027819229e-05
strangers|nns: 0.00014940425055092818
tessie|np: 0.0002092487968194183
kingston|np: 8.96780557797507e-05
meltzer|np-tl: 0.0010290712631849757
butcher|nn-tl: 0.0003857727027235553
meltzer|np: 0.0002391414820793352
dead|nn: 1.3504480111276917e-05
sorrow|nn: 5.401792044510767e-05
finality|nn: 2.7008960222553833e-05
wondering|nn: 6.752240055638458e-06
nodded|vbn: 7.049700387733522e-05
nod|nn: 4.726568038946921e-05
good-bye|uh: 0.010416666666666666
kingston|np-tl: 0.0005145356315924878
jug|nn: 3.376120027819229e-05
banks|np: 0.0001793561115595014
banks|np-tl: 0.0007718034473887317
scholar|nn-tl: 0.0003086181621788442
learned|jj: 6.442364992188632e-05
lilly|np: 0.000298926852599169
wishful|jj: 0.00014495321232424423
kindness|nn: 3.376120027819229e-05
lightened|vbd: 7.881773399014778e-05
butcher|nn: 1.3504480111276917e-05
outgoing|jj: 0.00012884729984377264
seriousness|nn: 5.401792044510767e-05
bony|jj: 0.00011274138736330107
beads|nns: 5.6026593956598066e-05
strolling|vbg: 0.00022992469966086107
crossed|vbn: 0.0005639760310186818
shocked|vbd: 7.881773399014778e-05
grown-up|jj: 6.442364992188632e-05
lullaby|nn: 2.7008960222553833e-05
lullaby|nn-tl: 7.715454054471106e-05
frightened|vbd: 7.881773399014778e-05
schubert's|np$: 0.001600640256102441
die|fw-at-tl: 0.08108108108108109
colder|jjr: 0.002103049421661409
hemphill|np: 0.0002391414820793352
elevated|vbn-tl: 0.0017921146953405018
repair|nn: 0.00010128360083457687
ranged|vbn: 7.049700387733522e-05
unnoticed|jj-hl: 0.002577319587628866
hughes|np-tl: 0.0005145356315924878
erection|nn-tl: 7.715454054471106e-05
contracted|vbd: 0.00015763546798029557
engineering|nn: 5.401792044510767e-05
property|nn-tl: 0.0001543090810894221
managing|vbg-tl: 0.007575757575757576
solicitor|nn-tl: 0.00023146362163413317
berger|np: 0.0004483902788987535
el|np: 0.0005081756494185873
concern|nn-hl: 0.0013966480446927375
bankrupt|jj-hl: 0.002577319587628866
consolidated|vbn-tl: 0.0017921146953405018
industries|nns-tl: 0.0037365716954694066
2d|od-tl: 0.005208333333333333
filed|vbd: 0.0004729064039408867
bankrupt|jj: 3.221182496094316e-05
travelers|nns-tl: 0.00046707146193367583
berger's|np$: 0.0020008003201280513
intervened|vbd: 0.00015763546798029557
violated|vbn: 7.049700387733522e-05
repaired|vbn: 0.00031723651744800847
wide|jj-hl: 0.005154639175257732
range|nn-hl: 0.0013966480446927375
bids|nns-hl: 0.001658374792703151
$600|nns: 0.00022410637582639226
ranged|vbd: 0.0005911330049261083
full|rb: 0.00014166713889046296
hooked|vbn: 0.00014099400775467044
know|vb-hl: 0.016129032258064516
enough|ap-hl: 0.02564102564102564
sue|vb-hl: 0.008064516129032258
goodis|np: 0.0001195707410396676
licensing|vbg: 0.00028740587457607634
occupancy|nn: 2.7008960222553833e-05
74|cd: 0.00045682960255824577
voiced|vbd: 0.00015763546798029557
$5000|nns: 9.33776565943301e-05
testifies|vbz-hl: 0.013888888888888888
at|in-hl: 0.016194331983805668
hearing|nn-hl: 0.0006983240223463687
permits|nns: 3.7351062637732046e-05
ordinance|nn: 6.0770160500746126e-05
$5|nns: 0.00011205318791319613
$2|nns: 0.00013072871923206216
$1|nn: 4.051344033383075e-05
single|jj: 4.831773744141474e-05
95|cd: 0.00030455306837216383
revenue|nn-hl: 0.0006983240223463687
estimated|vbn-hl: 0.014814814814814815
builders|nns-tl: 0.0009341429238673517
commissioner|nn-tl-hl: 0.009615384615384616
replies|vbz-hl: 0.013888888888888888
howard|np: 0.0009266732430574238
annually|rb: 0.0003966679888932963
license|vb: 3.066073892380806e-05
bites|nns: 0.00011205318791319613
higher|jjr-hl: 0.17647058823529413
fees|nns-hl: 0.001658374792703151
compensated|vbn: 0.00014099400775467044
licenses|nns-tl: 0.00046707146193367583
petitions|nns: 0.00013072871923206216
davenport|np: 5.97853705198338e-05
counsel|nn: 0.00010128360083457687
manslaughter|nn: 2.7008960222553833e-05
fined|vbn: 0.00014099400775467044
providing|cs: 0.00013990579676351257
violating|vbg: 0.00022992469966086107
redevelopment|nn-tl: 0.0003086181621788442
eastwick|np-tl: 0.0010290712631849757
bounded|vbn: 0.00024673951357067324
parks|nns-hl: 0.001658374792703151
planned|vbn-hl: 0.007407407407407408
stage|nn-tl: 0.0001543090810894221
residential|jj-tl: 0.000501002004008016
eastwick|np: 2.98926852599169e-05
would|md-hl: 0.14814814814814814
bar|vb-hl: 0.008064516129032258
vehicles|nns-hl: 0.001658374792703151
reconstruction|nn-tl: 0.00023146362163413317
dividing|vbg: 0.0004023682244065069
pedestrian|nn: 1.3504480111276917e-05
kansas|np-hl: 0.0020491803278688526
city|nn-tl-hl: 0.009615384615384616
mo.|np-hl: 0.0020491803278688526
feb.|np-hl: 0.012295081967213115
9|cd-hl: 0.03189066059225513
fighters|nns-tl: 0.0009341429238673517
fighters|nns: 0.0002614574384641243
ignition|nn-hl: 0.0006983240223463687
sets|vbz-hl: 0.013888888888888888
off|rp-hl: 0.21428571428571427
blast|nn-hl: 0.0006983240223463687
hood|nn-hl: 0.0006983240223463687
flies|vbz-hl: 0.013888888888888888
house|nn-hl: 0.002793296089385475
tnt|nn: 2.7008960222553833e-05
led|vbd-hl: 0.125
fight|nn-hl: 0.0006983240223463687
teamsters|nns-hl: 0.001658374792703151
bombing|nn: 1.3504480111276917e-05
reward|vb: 6.132147784761612e-05
post|vb: 3.066073892380806e-05
mining|np: 5.97853705198338e-05
turkey|np-hl: 0.0020491803278688526
coup|fw-nn: 0.0070921985815602835
UNK|fw-in+nn: 1.0
demanded|vbn: 0.0002819880155093409
fucken|vbg: 0.0003448870494912916
nigger|nn: 8.10268806676615e-05
pussy|nn: 3.376120027819229e-05
UNK|bez*: 0.008620689655172414
juicy|jj: 6.442364992188632e-05
man|uh: 0.001736111111111111
chuckled|vbd: 0.00027586206896551725
lousy|jj: 0.0001771650372851874
goddamn|jj: 9.663547488282948e-05
brandon|np: 0.0002391414820793352
slater|np: 0.0001494634262995845
aloud|rb: 0.0003683345611152037
blizzard|nn: 4.726568038946921e-05
superior|nn: 6.752240055638458e-06
damn|ql: 0.00023618327822390176
UNK|ppo: 0.0003702675182819587
UNK|vb+to: 0.25
em|ppo: 0.0003702675182819587
done|dod: 0.003988035892323031
that'll|dt+md: 0.6666666666666666
guitar|nn-tl: 0.0001543090810894221
humming|vbg: 0.00011496234983043054
reactionary|jj-nc: 0.024390243902439025
fuck|vb: 0.00012264295569523224
ching|np: 0.0001494634262995845
slice|vb: 9.198221677142419e-05
spitting|vbg: 0.00028740587457607634
nagging|vbg: 0.00028740587457607634
braced|vbd: 3.940886699507389e-05
UNK|hv+to: 1.0
bout|in: 8.549273739195855e-06
UNK|md+to: 1.0
loathed|vbd: 0.00015763546798029557
dumped|vbn: 3.524850193866761e-05
surged|vbd: 0.00027586206896551725
piling|vbg: 0.0003448870494912916
UNK|vb+in: 1.0
bury|vb: 0.00015330369461904033
nightfall|nn: 2.7008960222553833e-05
nailed|vbn: 0.0002819880155093409
thumping|vbg: 0.00022992469966086107
boy|uh: 0.003472222222222222
coughlin|np: 0.0001494634262995845
UNK|md+ppss: 1.0
toe|vb: 6.132147784761612e-05
goddamn|vb: 6.132147784761612e-05
chatter|nn: 4.051344033383075e-05
um|ppo: 9.256687957048968e-05
supremely|rb: 5.6666855556185186e-05
contradictions|nns-tl: 0.00046707146193367583
woke|vbd: 0.0005123152709359606
nuts|jj: 1.610591248047158e-05
c'mon|uh: 0.005208333333333333
don't|doz*: 0.022727272727272728
sam|np-tl: 0.0002572678157962439
goddamn|uh: 0.001736111111111111
jersey|np: 5.97853705198338e-05
shore|nn: 0.00027684184228117677
snuggled|vbd: 0.00015763546798029557
dreamed|vbd: 0.00027586206896551725
ethical|jj: 0.0004187537244922611
gosson|np: 0.0001494634262995845
renaissance|nn: 3.376120027819229e-05
russell|np: 0.0003587122231190028
plato|np-hl: 0.0020491803278688526
aristotle|np-hl: 0.0020491803278688526
discusses|vbz: 0.0005537098560354374
eighth|od-tl: 0.03125
pictures|vbz: 0.00013842746400885935
praise|vb: 0.00012264295569523224
tenth|od-tl: 0.010416666666666666
dwell|vb: 0.0002452859113904645
weaken|vb: 0.00021462517246665643
muse|nn-tl: 0.0001543090810894221
defenders|nns: 0.00011205318791319613
aristotle's|np$: 0.0024009603841536613
assures|vbz: 0.0008305647840531562
distinguishes|vbz: 0.0005537098560354374
lends|vbz: 0.0005537098560354374
arouse|vb: 0.00015330369461904033
corrupt|vb: 3.066073892380806e-05
tests|vbz: 0.00013842746400885935
fiber|nn: 0.00016880600139096145
outlet|nn: 6.0770160500746126e-05
urges|nns: 3.7351062637732046e-05
wood|np: 0.0001195707410396676
ion|np-tl: 0.0002572678157962439
testify|vb: 0.00021462517246665643
an|at-tl: 0.008174386920980926
abuse|nn-tl: 0.0001543090810894221
UNK|vbn-tl: 0.010752688172043012
aroused|vbn: 0.0004934790271413465
craftsmen|nns: 7.470212527546409e-05
denounce|vb: 0.00015330369461904033
wholesale|jj: 0.00011274138736330107
hardened|vbd: 3.940886699507389e-05
lust|nn: 2.7008960222553833e-05
master|vb: 0.00021462517246665643
better|vb: 0.00018396443354284838
looking|vbg-tl: 0.007575757575757576
backward|rb-tl: 0.025
wells's|np$: 0.0020008003201280513
childhood's|nn$-tl: 0.014124293785310734
end|nn-tl: 0.0005400817838129774
dystopias|nns: 0.00014940425055092818
utopian|jj-tl: 0.000250501002004008
UNK|fw-in-tl: 0.23684210526315788
UNK|fw-cd-tl: 1.0
histories|nns-tl: 0.0009341429238673517
set|vbn-tl: 0.0017921146953405018
shape|nn-tl: 7.715454054471106e-05
to|to-tl: 1.0
come|vb-tl: 0.052083333333333336
vastly|ql: 0.0008266414737836561
eventual|jj: 0.00014495321232424423
merging|nn: 6.752240055638458e-06
composite|jj: 0.00016105912480471581
planet|nn: 0.00014179704116840762
prevail|vb: 0.00021462517246665643
drainage|nn: 8.10268806676615e-05
rebuilding|vbg: 0.00028740587457607634
employ|vb: 0.0002759466503142726
savior|nn: 1.3504480111276917e-05
science-fiction|nn: 5.401792044510767e-05
veritable|jj: 6.442364992188632e-05
dystopian|jj: 0.00011274138736330107
immensely|rb: 0.00014166713889046296
fertile|jj: 8.052956240235791e-05
caves|nns-tl: 0.00046707146193367583
case|nn-tl: 0.0001543090810894221
conscience|nn-tl: 7.715454054471106e-05
presents|nns: 0.00011205318791319613
radios|nns: 0.00013072871923206216
touch|nn-tl: 7.715454054471106e-05
consuming|vbg: 0.00028740587457607634
clifford|np: 0.0001494634262995845
status|nn-tl: 7.715454054471106e-05
civilization|nn-tl: 0.00023146362163413317
pedestrian|nn-tl: 7.715454054471106e-05
solar|jj-tl: 0.000501002004008016
loud|jj-tl: 0.000250501002004008
live|vb-tl: 0.020833333333333332
forever|rb-tl: 0.05
gore|np: 0.0001195707410396676
pohl|np: 0.0003288195378590859
merchants|nns-tl: 0.002335357309668379
player|nn-tl: 0.00023146362163413317
walk|nn-tl: 7.715454054471106e-05
travels|nns-tl: 0.0009341429238673517
we|ppss-tl: 0.4444444444444444
brave|jj-tl: 0.000751503006012024
machine|nn-tl: 0.0003857727027235553
stops|vbz-tl: 0.0625
hideous|jj-tl: 0.000250501002004008
strength|nn-tl: 7.715454054471106e-05
nineteen|cd-tl: 0.00562429696287964
eighty-four|cd-tl: 0.003374578177727784
deluge|nn: 2.7008960222553833e-05
trilogy|nn: 2.7008960222553833e-05
UNK|vbz-tl: 0.1875
folded|vbn-tl: 0.0017921146953405018
conditioning|vbg: 0.0001724435247456458
gravity|nn-tl: 7.715454054471106e-05
cloud|nn-tl: 0.0001543090810894221
tendencies|nns: 9.33776565943301e-05
UNK|pn$: 0.05747126436781609
dreadful|jj: 0.00014495321232424423
reckless|jj: 0.00012884729984377264
depletion|nn: 4.051344033383075e-05
rent|vb: 0.0003372681281618887
dares|vbz: 0.0004152823920265781
deeper|rbr: 0.006938421509106678
wasteful|jj: 0.00011274138736330107
measure|nn-tl: 7.715454054471106e-05
conditioners|nns: 7.470212527546409e-05
mitchell|np: 0.0007473171314979224
courtenay|np: 0.0001195707410396676
convincing|vbg: 0.0001724435247456458
abraham|np: 0.0001494634262995845
liberal|jj-tl: 0.001002004008016032
opposition|nn-hl: 0.0006983240223463687
reported|vbn-hl: 0.007407407407407408
levitt|np: 0.0001195707410396676
rival|jj: 6.442364992188632e-05
bronx|np: 0.0002391414820793352
brooklyn|np-tl: 0.004116285052739903
mayor|nn-tl-hl: 0.009615384615384616
visits|vbz-hl: 0.013888888888888888
buckley|np-hl: 0.0020491803278688526
leader's|nn$: 0.0027991602519244225
assent|nn: 2.7008960222553833e-05
hailed|vbn-hl: 0.007407407407407408
incumbent|jj: 6.442364992188632e-05
irish|jj-tl: 0.002004008016032064
counties|nns-tl: 0.0018682858477347033
hunter|np-tl: 0.0007718034473887317
boston|np-hl: 0.0020491803278688526
june|np-hl: 0.010245901639344262
16|cd-hl: 0.002277904328018223
tangible|jj: 0.00028990642464848845
airport|nn: 7.427464061202304e-05
last|ap-tl: 0.4117647058823529
scandals|nns: 0.00013072871923206216
petty|jj: 8.052956240235791e-05
waterfront|nn: 6.0770160500746126e-05
washington|np-hl: 0.030737704918032786
18|cd-hl: 0.009111617312072893
administration's|nn$-tl: 0.00847457627118644
rules|nns-tl: 0.004203643157403083
siding|vbg: 5.748117491521527e-05
speaker|nn-tl: 0.0019288635136177764
rayburn's|np$: 0.003201280512204882
leadership|nn-hl: 0.0006983240223463687
hopeful|jj-hl: 0.002577319587628866
stalled|vbn: 3.524850193866761e-05
three|cd-hl: 0.00683371298405467
groups|nns-hl: 0.001658374792703151
meet|vb-hl: 0.008064516129032258
question|nn-hl: 0.002793296089385475
raised|vbn-hl: 0.014814814814814815
doubled|vbn: 0.00024673951357067324
overseas|nn: 1.3504480111276917e-05
missionary|nn-hl: 0.0006983240223463687
explains|vbz-hl: 0.013888888888888888
shriver|np: 0.0001494634262995845
proposes|vbz: 0.0008305647840531562
sukarno|np: 0.0001195707410396676
indonesia|np: 0.0002092487968194183
beaming|vbg: 0.0003448870494912916
banker|nn: 2.7008960222553833e-05
6,000|cd: 0.00038069133546520483
nations|nns-tl-hl: 0.08333333333333333
n.|np-hl: 0.0020491803278688526
y.|np-hl: 0.0020491803278688526
secretariat|nn-tl: 0.0003086181621788442
formula|nn-hl: 0.002094972067039106
due|jj-hl: 0.007731958762886598
this|dt-hl: 0.16666666666666666
week|nn-hl: 0.0006983240223463687
advisory|jj-tl: 0.0035070140280561123
questions|nns-tl: 0.0009341429238673517
unspecified|jj: 6.442364992188632e-05
geneva|np-hl: 0.004098360655737705
laos|np: 0.0016440976892954295
kingdom|nn: 0.00010803584089021533
boun|np: 0.0001195707410396676
souvanna|np: 0.0001793561115595014
phouma|np: 0.0001195707410396676
pro-communist|jj: 6.442364992188632e-05
pathet|np: 0.000298926852599169
lao|np: 0.0004184975936388366
welcomed|vbn: 0.00021149101163200565
diplomats|nns: 0.00011205318791319613
tactics|nns-hl: 0.001658374792703151
studied|vbn-hl: 0.007407407407407408
external|jj-tl: 0.000250501002004008
affairs|nns-tl: 0.008874357776739842
tactics|nns: 0.0003174840324207224
princess|nn-tl: 0.0003857727027235553
cordial|jj: 9.663547488282948e-05
deal|vb-hl: 0.008064516129032258
principles|nns-hl: 0.003316749585406302
yelling|vbg: 0.00028740587457607634
changes|vbz: 0.0013842746400885937
dismounted|vbn: 7.049700387733522e-05
perched|vbn: 0.00010574550581600282
regulars|nns: 0.00011205318791319613
killing|vbg: 0.000632292924067368
flint|nn: 6.752240055638458e-06
willed|vbd: 0.00011822660098522167
redcoat|nn: 4.051344033383075e-05
musket|nn: 4.051344033383075e-05
reared|vbd: 0.00027586206896551725
crashed|vbd: 0.00027586206896551725
initiation|nn: 3.376120027819229e-05
war|vb: 3.066073892380806e-05
slower|rbr: 0.0017346053772766695
torment|nn: 2.7008960222553833e-05
committeemen|nns: 3.7351062637732046e-05
cousin|nn-tl: 0.00293187254069902
simmons|np: 0.000298926852599169
bolted|vbd: 0.00011822660098522167
amazement|nn: 6.0770160500746126e-05
mule|nn: 2.7008960222553833e-05
hurling|vbg: 0.00028740587457607634
vile|jj: 8.052956240235791e-05
pants|nns: 0.00016807978186979418
deacon|nn-tl: 0.00023146362163413317
muddy|jj: 0.00012884729984377264
yelling|nn: 6.752240055638458e-06
thirst|nn: 2.7008960222553833e-05
callous|jj: 0.00011274138736330107
committeemen|nns-tl: 0.0009341429238673517
meadows|nns: 9.33776565943301e-05
militia|nns-tl: 0.00046707146193367583
dashed|vbn: 0.00010574550581600282
carts|nns: 9.33776565943301e-05
fanning|vbg: 0.0001724435247456458
entitled|vbd: 7.881773399014778e-05
dover|np: 8.96780557797507e-05
heavens|nns: 0.00016807978186979418
soaked|vbn: 0.00017624250969333803
clump|nn: 2.7008960222553833e-05
shouting|nn: 2.0256720166915374e-05
rob|vb: 6.132147784761612e-05
mando|np: 0.0001494634262995845
symptoms|nns: 0.0002427819071452583
bum|jj: 1.610591248047158e-05
heels|nns: 0.0004108616890150525
long-time|nn: 2.7008960222553833e-05
vogue|nn-tl: 0.0001543090810894221
phone|vb: 0.00012264295569523224
wear|nn: 2.0256720166915374e-05
tear|nn: 1.3504480111276917e-05
acropolis|np: 0.0001793561115595014
curving|vbg: 0.00022992469966086107
draped|vbn: 0.00021149101163200565
kneeling|vbg: 0.00028740587457607634
UNK|fw-nps: 1.0
climb|nn: 6.752240055638458e-06
uh|uh: 0.008680555555555556
huh|uh: 0.008680555555555556
tawny|jj: 6.442364992188632e-05
frame|vb: 0.00012264295569523224
battered|vbn: 0.00021149101163200565
solidity|nn: 2.7008960222553833e-05
incomparable|jj: 6.442364992188632e-05
prudence|nn: 1.3504480111276917e-05
venetian|jj: 8.052956240235791e-05
porch|nn-tl: 7.715454054471106e-05
florence|np: 0.0001494634262995845
doric|jj: 6.442364992188632e-05
corinthian|jj: 6.442364992188632e-05
symbolized|vbd: 0.00023645320197044335
smartly|rb: 0.00011333371111237037
pirouette|nn: 2.7008960222553833e-05
skirts|nns: 5.6026593956598066e-05
aimed|vbd: 0.00031527093596059113
halt|nn: 1.3504480111276917e-05
aegean|np: 0.0002391414820793352
son|fw-nn-tl: 0.012578616352201259
et|fw-cc-tl: 0.6666666666666666
athenians|nps: 0.003278688524590164
barbarians|nns: 5.6026593956598066e-05
stimulating|jj: 8.052956240235791e-05
accessible|jj: 8.052956240235791e-05
lunch|vb: 3.066073892380806e-05
swim|vb: 0.00021462517246665643
explicable|jj: 6.442364992188632e-05
overboard|rb: 0.00022666742222474074
attic|nn-tl: 7.715454054471106e-05
peninsula|nn-tl: 0.0003086181621788442
winding|vbg: 0.0005173305742369374
telephones|nns: 0.00011205318791319613
original|nn: 2.0256720166915374e-05
water's|nn$: 0.002099370188943317
waiters|nns: 9.33776565943301e-05
winced|vbd: 0.00015763546798029557
ranked|vbd: 7.881773399014778e-05
irritating|jj: 6.442364992188632e-05
leisurely|jj: 1.610591248047158e-05
player|np: 0.000896780557797507
african|np-tl: 0.0010290712631849757
disbelief|nn: 3.376120027819229e-05
licked|vbn: 0.00010574550581600282
bite|vb: 0.00021462517246665643
midway|ql: 0.00011809163911195088
augusta|np-tl: 0.0005145356315924878
course|nn-tl: 7.715454054471106e-05
34|cd: 0.0014466270747677784
player's|np$: 0.001600640256102441
13th|od: 0.0032310177705977385
putt|nn: 3.376120027819229e-05
trailed|vbn: 7.049700387733522e-05
trophy|nn: 1.3504480111276917e-05
wedge|nn: 2.7008960222553833e-05
coe|np: 0.0001494634262995845
composure|nn: 2.7008960222553833e-05
rounds|nns: 0.00022410637582639226
augusta|np: 0.0001195707410396676
seven|cd-hl: 0.004555808656036446
ended|vbn: 0.0006344730348960169
spontaneously|rb: 0.00025500085000283333
pensacola|np: 0.0001195707410396676
draw|nn: 6.752240055638458e-05
paired|vbd: 3.940886699507389e-05
whichever|wdt: 0.0009319664492078285
awed|vbn: 0.00017624250969333803
instant|jj-hl: 0.002577319587628866
rivalry|nn-hl: 0.0006983240223463687
greens|nns: 7.470212527546409e-05
moist|jj: 0.0001771650372851874
golfers|nns: 5.6026593956598066e-05
putt|vb: 3.066073892380806e-05
rosburg|np: 0.0001195707410396676
ken|np: 0.000298926852599169
byron|np: 0.0004782829641586704
spotted|vbn: 0.00024673951357067324
birdie|nn: 2.0256720166915374e-05
9th|od: 0.003769520732364028
birdied|vbd: 7.881773399014778e-05
bogey|nn: 3.376120027819229e-05
16th|od: 0.0016155088852988692
cheer|nn: 4.051344033383075e-05
birdied|vbn: 7.049700387733522e-05
champions|nns-hl: 0.001658374792703151
duel|nn: 2.0256720166915374e-05
exceptionally|rb: 2.8333427778092593e-05
resumed|vbn: 0.00035248501938667606
birdie|vb: 3.066073892380806e-05
downhill|jj: 3.221182496094316e-05
chipped|vbd: 3.940886699507389e-05
4th|od: 0.004308023694130318
northwest|nr: 0.0045721750489875895
southeast|nr: 0.005878510777269758
math|nn: 2.7008960222553833e-05
'round|rb: 0.00011333371111237037
